,category,headline,authors,link,short_description,date
3596,CRIME,Suspected Austin Bomber Dead In Confrontation With Police,"Andy Campbell, Roque Planas, Willa Frej, and Nina Golgowski",https://www.huffingtonpost.com/entry/austin-bomber-arrested_us_5ab213fbe4b008c9e5f2ac16,The suspect has been identified as 23-year-old Mark Anthony Conditt.,2018-03-21
3597,CRIME,Police Find Recorded 'Confession' On Austin Bomber's Cellphone,Antonia Blumberg,https://www.huffingtonpost.com/entry/austin-bomber-recording_us_5ab2e8e6e4b008c9e5f3ed17,“This is an outcry by a very challenged young man.”,2018-03-21
3600,CRIME,Texas Bomb Suspect's Family 'Devastated And Broken',Antonia Blumberg,https://www.huffingtonpost.com/entry/texas-bomb-suspect-family-devastated-and-broken_us_5ab29883e4b054d118df2726,Relatives of the suspected serial bomber said they were shocked to learn of his involvement.,2018-03-21
3629,CRIME,"Explosion At FedEx Facility Outside San Antonio May Be Linked To Austin Bombings, FBI Says",Willa Frej,https://www.huffingtonpost.com/entry/explosion-fedex-austin_us_5ab0dbe0e4b00549ac7ee78d,"The package blew up on a conveyor belt in a local sorting facility in Schertz, Texas.",2018-03-20
3671,CRIME,Officer Charged With Murder In Shooting Death Of Justine Damond,Hayley Miller,https://www.huffingtonpost.com/entry/justine-damond-shooting-decision_us_5a3189a9e4b091ca26850118,Minneapolis police officer Mohamed Noor killed Damond in July after she called 911.,2018-03-20
3713,CRIME,Police Suspect 'Serial Bomber' In Deadly Austin Attacks,"Jon Herskovitz, Reuters",https://www.huffingtonpost.com/entry/austin-bombings_us_5aaf29cde4b0337adf851d3e,Police say the latest explosion involved a bomb that may have been detonated by a trip wire.,2018-03-19
3732,CRIME,World's Dumbest Shoplifters Literally Run Into The Police At Costco,Ed Mazza,https://www.huffingtonpost.com/entry/costco-shoplifting-caught-on-camera_us_5aaf0ed2e4b0c33361b1c199,"Suspects are accused of taking $2,200 in merch from the warehouse club.",2018-03-19
3926,CRIME,PSA: Don't Be A Jerk. Clean The Snow Off Your Damn Car Already.,Ed Mazza,https://www.huffingtonpost.com/entry/clean-snow-from-cars_us_5aaa0b76e4b0f4aaa1139751,It's dangerous. And you could face fines.,2018-03-15
3927,CRIME,Video Shows Parkland Deputy Never Entered School As Mass Shooting Happened Inside,Sebastian Murdock,https://www.huffingtonpost.com/entry/newly-released-video-shows-parkland-deputy-standing-outside-school-while-active-shooting-happened_us_5aaa97bae4b073bd8292a2ca,"He knew there was a shooting, but chose not to enter the building.",2018-03-15
3930,CRIME,Dylann Roof's Sister Accused Of Having Weapons At School During National Walkouts,Carla Herreria,https://www.huffingtonpost.com/entry/dylann-roof-sister-arrested-weapons-national-walkout_us_5aa9e32ee4b0f4aaa1137c79,"On Snapchat, 18-year-old Morgan Roof said she hoped the protests were ""a trap and y'all get shot.""",2018-03-15
3931,CRIME,2 Women Who Took Children To Vandalize An Arizona Mosque Are Arrested,Rowaida Abdelaziz,https://www.huffingtonpost.com/entry/tempe-women-arrested-mosque-theft_us_5aaaff19e4b0337adf826764,The Tempe arrest came after the women posted video on Facebook.,2018-03-15
3991,CRIME,Jury To Weigh If Pulse Shooter’s Widow Is A Monster Or Just Married One,Melissa Jeltsen,https://www.huffingtonpost.com/entry/jury-to-weigh-if-pulse-shooters-widow-is-a-monster-or-just-married-one_us_5aa95d2ce4b0f4aaa112f412,Opening statements in the federal terrorism trial began on Wednesday.,2018-03-14
3995,CRIME,Accused Casino Robber Tried To Disguise Himself With Blackface,David Moye,https://www.huffingtonpost.com/entry/cameron-james-kennedy-blackface-casino-robbery_us_5aa93d5ae4b001c8bf160d67,The cashier assumed the robber was actually white because his skin tone appeared irregular and blotchy.,2018-03-14
4069,CRIME,Prosecutors Will Seek Death Penalty In Parkland School Shooting,Nina Golgowski,https://www.huffingtonpost.com/entry/nikolas-cruz-death-penalty-parkland_us_5aa7de35e4b009b705d67919,"Nikolas Cruz, 19, faces dozens of charges for the Valentine's Day attack that left 17 people dead.",2018-03-13
4073,CRIME,Another Gun Just Went Off In A School,Sebastian Murdock,https://www.huffingtonpost.com/entry/another-gun-just-went-off-in-a-school_us_5aa7ea76e4b0a09afeae5296,There were no injuries. This time.,2018-03-13
4135,CRIME,Her Husband Killed 49 People In Orlando. Now She's On Trial For Terrorism.,Melissa Jeltsen,https://www.huffingtonpost.com/entry/noor-salman-trial-pulse-shooting_us_5aa02900e4b002df2c6031cd,"Noor Salman is accused of aiding and abetting her husband. Her lawyers say she’s innocent, and is herself another victim of Omar Mateen.",2018-03-12
4179,CRIME,4 Dead As Hostage Standoff Ends At California Veterans Home,Mary Papenfuss,https://www.huffingtonpost.com/entry/yountville-california-veterans-home-dead_us_5aa354b1e4b01b9b0a3b7f31,Three female employees and the gunman were all found dead after a daylong siege.,2018-03-10
4237,CRIME,Parkland Deputy Who Didn't Engage School Shooter Told Other Officers To Stay Away,Sebastian Murdock,https://www.huffingtonpost.com/entry/parkland-deputy-who-didnt-engage-shooter-told-other-officers-to-stay-away_us_5aa2b403e4b07047bec5ffae,"“Stay at least 500 feet away,” the now-disgraced deputy warns in newly released police radio recordings.",2018-03-09
4256,CRIME,4 Dead As Hostage Standoff Ends At California Veterans Home,"Sebastian Murdock, Mollie Reilly, and Mary Papenfuss",https://www.huffingtonpost.com/entry/california-veterans-home-shooting_us_5aa2d904e4b07047bec64f86,Three female employees and the gunman were all found dead after the daylong siege.,2018-03-09
4317,CRIME,911 Calls From Parkland Shooting Reveal Terror Of Parents Desperate For Answers,Sebastian Murdock,https://www.huffingtonpost.com/entry/911-calls-parkland-shooting_us_5aa1a744e4b07047bec49be4,One girl hid in a room the gunman shot into. It was her birthday.,2018-03-08
4324,CRIME,Student Killed In Accidental Shooting At Alabama School: Report,,https://www.huffingtonpost.com/entry/accidental-alabama-school-shooting_us_5aa07db7e4b002df2c608ba4,"A second student is in critical but stable condition, while an adult employee was treated and released at the scene.",2018-03-08
4404,CRIME,Man Pleads Guilty To Murder Of Indian Man After Yelling 'Get Out Of My Country',Sebastian Murdock,https://www.huffingtonpost.com/entry/man-pleads-guilty-to-fatally-shooting-indian-man-after-yelling-get-out-of-my-country_us_5aa020aae4b0d4f5b66cd148,He still faces federal hate crime charges.,2018-03-07
4408,CRIME,Parkland School Shooter Indicted On 17 Counts Of Murder,"Reuters, Reuters",https://www.huffingtonpost.com/entry/parkland-school-shooter-indictments-murder_us_5aa04045e4b002df2c604b73,Nikolas Cruz faces a maximum sentence of either execution or life in prison.,2018-03-07
4411,CRIME,Fyre Festival Founder Faces Prison After Pleading Guilty To Wire Fraud,Willa Frej,https://www.huffingtonpost.com/entry/fyre-festival-founder-pleads-guilty-fraud_us_5a9fc87fe4b0e9381c13d036,"“I grossly underestimated the resources that would be necessary to hold an event of this magnitude,"" said Billy McFarland.",2018-03-07
4412,CRIME,Sexual Assault Claim Against Mark Cuban Resurfaces After 7 Years,Nina Golgowski,https://www.huffingtonpost.com/entry/mark-cuban-sexual-assault-claim_us_5a9fec76e4b002df2c5f8db1,The billionaire Dallas Mavericks owner has denied the allegation.,2018-03-07
4486,CRIME,"Men Are Impersonating Police To Sexually Exploit Women, And We're Not Paying Enough Attention",Jenavieve Hatch,https://www.huffingtonpost.com/entry/police-impersonation_us_5a9dbc4be4b0479c025625f1,Experts say that police impersonation is a crime that should be taken more seriously.,2018-03-06
4681,CRIME,Couple Face Cruelty Charges For Living In Plywood Box With Children,Carla Herreria,https://www.huffingtonpost.com/entry/joshua-tree-arrest-living-in-box_us_5a98aba5e4b0479c0250e1da,"Officials said the kids were not being held captive, but they did not have running water or electricity.",2018-03-02
4687,CRIME,19-Year-Old Arrested After Parents Found Shot Dead At Central Michigan University,Willa Frej and Carla Herreria,https://www.huffingtonpost.com/entry/shooting-central-michigan-university_us_5a995d02e4b0a0ba4ad29ea6,"Police said the shooting was a result of a ""domestic situation.""",2018-03-02
4697,CRIME,Nobody Knows Exactly How Many People Are Getting Killed With Assault-Style Rifles,Nick Wing,https://www.huffingtonpost.com/entry/assault-rifle-deaths-ar-15_us_5a96de5ae4b0e6a52304248a,"These deaths appear to make up a small proportion of overall gun homicides, but exactly how small is anybody's guess.",2018-03-02
4768,CRIME,Intruder Scare In Sean Hannity's Home Leads To Arrest,Ron Dicker,https://www.huffingtonpost.com/entry/intruder-scare-in-sean-hannitys-home-leads-to-an-arrest_us_5a97cd84e4b0e6a52304e3f2,The Fox News host's wife was there at the time.,2018-03-01
4774,CRIME,Woman Accused Of Poisoning Friend With Cheesecake In Identity Theft Plot,David Moye,https://www.huffingtonpost.com/entry/woman-poisoned-friend-cheesecake-identity-theft_us_5a983d07e4b0479c025055ae,"The suspect, wanted for murder in Russia, targeted a woman who looked like her and spoke Russian, authorities said.",2018-03-01
4841,CRIME,Parkland Shooter's Rifle Magazines Were Etched With Swastikas: Reports,Hayley Miller,https://www.huffingtonpost.com/entry/parkland-shooter-swastikas_us_5a96a5c4e4b09c872bafe4af,"The accused gunman left a rifle and 180 rounds of ammunition in the school, officials said.",2018-02-28
4912,CRIME,North Carolina Man Broadcasts His Own Killing On Facebook Live,Dominique Mosbergen,https://www.huffingtonpost.com/entry/prentis-robinson-shooting-facebook-live_us_5a950891e4b01f65f599ceaf,Police say 55-year-old Prentis Robinson may have been targeted for outing suspected drug dealers on the video streaming platform.,2018-02-27
4984,CRIME,Neo-Nazi Chat Logs Reveal Chilling Praise For Slaying Of Gay Jewish Student,Mary Papenfuss,https://www.huffingtonpost.com/entry/atomwaffen-chat-logs-gay-jewish-student_us_5a93ac3fe4b01e9e56bd37d0,Members of the hate group Atomwaffen have been linked to five killings in recent months.,2018-02-26
5114,CRIME,"Texas, Alabama Halt Executions; Florida Puts Convicted Rapist And Killer To Death","By Jon Herskovitz, Reuters",https://www.huffingtonpost.com/entry/3-states-executions_us_5a8fc28de4b01e9e56ba2ecf,Texas Gov. Greg Abbott commuted the death sentence of a convicted murderer less than an hour before he was set to be executed.,2018-02-23
5126,CRIME,Why Schools Are Flooded With Threats After Mass Shootings,Carla Herreria,https://www.huffingtonpost.com/entry/schools-threats-mass-shootings_us_5a891db7e4b05c2bcacbc182,The arrest of dozens of students since the Florida massacre spotlights a mental health epidemic.,2018-02-23
5194,CRIME,Armed Officer Assigned To Stoneman Douglas Resigns Amid Shooting Investigation,"Bernie Woodall, Reuters",https://www.huffingtonpost.com/entry/student-resource-officer-resigns-parkland-shooting_us_5a8f46a2e4b01e9e56b9d8f9,School Resource Officer Scott Peterson was suspended without pay while the Broward County Sheriff's Office investigated his inaction during the school shooting.,2018-02-22
5341,CRIME,Florida Shooter's Former Friend Says She Reported Him To School 'Multiple' Times,Hayley Miller,https://www.huffingtonpost.com/entry/florida-shooter-former-friend-gma_us_5a8c1890e4b0117adf71f83f,"Nikolas Cruz ""talked about killing our parents, our friends, boyfriends and girlfriends,"" said Ariana Lopez.",2018-02-20
5388,CRIME,Couple Who Took In Florida Shooter: 'This Isn’t The Person We Knew',Hayley Miller,https://www.huffingtonpost.com/entry/florida-shooting-nikolas-cruz_us_5a8ac155e4b004fc31946b11,"“Everything everybody seems to know, we didn’t know,” James Snead said of the 19-year-old.",2018-02-19
5399,CRIME,Siblings From Parkland High School Write Essays To Say 'Never Again',Jenna Amatulli,https://www.huffingtonpost.com/entry/parkland-high-school-siblings-essay_us_5a8aef59e4b05c2bcacdbb9b,"""This is the last school shooting that’s going to happen. Never again shall we allow this to happen.""",2018-02-19
5431,CRIME,Report: 2 Baylor Football Players Investigated After Sexual Assault Accusations,Mary Papenfuss,https://www.huffingtonpost.com/entry/baylor-football-sex-assault-complaint_us_5a8670eee4b05c2bcac953df,The school has been hit with sexual assault scandals in the past.,2018-02-18
5445,CRIME,Parkland Could've Been Worse. Vegas Could've Been Worse. They Can Always Be Worse.,Nick Wing,https://www.huffingtonpost.com/entry/parkland-mass-shooting_us_5a876a9ae4b004fc319230e6,"And if we continue to do nothing about mass shootings, there's no reason to believe the next one won't be.",2018-02-17
5489,CRIME,"At Vigil For Florida School Shooting Victims, Students Chant 'No More Guns!'",Sebastian Murdock,https://www.huffingtonpost.com/entry/marjory-stoneman-douglas-school-shooting_us_5a86445de4b05c2bcac94545,"""Stricter gun laws,"" 17-year-old Arianna Ali said about preventing a future tragedy.",2018-02-16
5583,CRIME,Officials Haven't Found Evidence Linking Florida Shooting Suspect To White Supremacists (UPDATE),Lydia O'Connor,https://www.huffingtonpost.com/entry/parkland-shooting-white-supremacist_us_5a85ca6ae4b0774f31d34100,"The leader of the Republic of Florida, a white nationalist militia, had initially told reporters the suspect participated in the group's drills.",2018-02-15
5665,CRIME,ICE Lawyer Charged With Trying To Defraud Immigrants By Stealing Their Identities,Willa Frej,https://www.huffingtonpost.com/entry/ice-attorney-steal-immigrants-identities_us_5a83e552e4b02b66c51350c1,Raphael A. Sanchez allegedly targeted seven people whose cases were being processed by the agency.,2018-02-14
5816,CRIME,Three Milwaukee County Jail Staff Members Charged For Inmate's Dehydration Death,Antonia Blumberg,https://www.huffingtonpost.com/entry/terrill-thomas-dehydration-death-charges_us_5a81d4e9e4b0c6726e15fd72,"Terrill Thomas died of ""profound dehydration"" in 2016 after guards cut off his water supply for a week.",2018-02-12
5856,CRIME,Two Ohio Police Officers Fatally Shot While Responding To 911 Call,,https://www.huffingtonpost.com/entry/ohio-police-officers-killed_us_5a80a1c7e4b044b3821e9926,"Officers Eric Joering and Anthony Morelli were met with gunfire upon their arrival, officials said.",2018-02-11
6390,CRIME,These Bloody Dollhouse Scenes Reveal A Secret Truth About American Crime,Melissa Jeltsen,https://www.huffingtonpost.com/entry/dollhouse-scenes-truth-about-american-crime_us_5a73736be4b06ee97af0c4ed,Look closely. Can you see it?,2018-02-02
6399,CRIME,Second Girl Sentenced For ‘Slender Man’ Stabbing,Antonia Blumberg,https://www.huffingtonpost.com/entry/morgan-geyser-slender-man-conviction_us_5a73b6fae4b01ce33eb13e29,Morgan Geyser was convicted for stabbing a classmate 19 times in 2014. The victim survived.,2018-02-02
6402,CRIME,Father Of 3 Girls Abused By Larry Nassar Tries To Attack Him In Court,Alanna Vagianos,https://www.huffingtonpost.com/entry/father-of-3-girls-abused-by-larry-nassar-attempts-to-attack-former-doctor-in-court_us_5a74724de4b01ce33eb22408,Randall Margraves lunged at the disgraced convict after two of his daughters gave impact statements.,2018-02-02
6466,CRIME,Nassar's Defense Attorney Says 265 Survivors 'Just Feel Like' They Were Abused,Alanna Vagianos,https://www.huffingtonpost.com/entry/nassars-defense-attorney-says-265-survivors-just-feel-like-they-were-victimized_us_5a732ef3e4b06fa61b4e27de,"Shannon Smith says she has a ""very hard time believing"" that all of these women and girls are telling the truth.",2018-02-01
6478,CRIME,Ex-Cop Says Baltimore Police Carried BB Guns To Hide Dirty Shootings,David Lohr,https://www.huffingtonpost.com/entry/baltimore-police-bb-guns-dirty-shootings_us_5a72543fe4b09a544b564f2a,"The weapons were kept in patrol cars ""in case we accidentally hit somebody,"" the former detective testified in court.",2018-02-01
